file,stft_mean,stft_var,rms_mean,rms_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,bandwidth_mean,bandwidth_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,genre
disco.00027.wav,0.48541998863220215,0.08661790192127228,0.11559094488620758,0.003479172708466649,2908.67464508436,1491063.533019571,2990.1379592166795,268580.47335004393,6348.173137054089,4501550.276286772,0.10118297745069606,0.005515484660796228,2990.1379592166795,268580.47335004393,3.7129762172698975,3159.06640625,3.7129762172698975,3159.06640625,3.7129762172698975,3159.06640625,3.7129762172698975,3159.06640625,3.7129762172698975,3159.06640625,3.7129762172698975,3159.06640625,3.7129762172698975,3159.06640625,disco
disco.00007.wav,0.4315832257270813,0.08281664550304413,0.15957549214363098,0.0048979599960148335,3099.082005849926,544886.088134465,2728.23313756183,129195.8682281967,6098.201459632395,1707666.9628044215,0.1402915488447409,0.002857352444903581,2728.23313756183,129195.8682281967,4.460784912109375,843.2013549804688,4.460784912109375,843.2013549804688,4.460784912109375,843.2013549804688,4.460784912109375,843.2013549804688,4.460784912109375,843.2013549804688,4.460784912109375,843.2013549804688,4.460784912109375,843.2013549804688,disco
disco.00081.wav,0.3584931492805481,0.09448999166488647,0.07869996875524521,0.002305401721969247,2292.7794270588493,614995.9487153694,2208.6856602596486,158492.07491790978,4741.368184454756,2181567.671360164,0.11640202049497293,0.004600688270328641,2208.6856602596486,158492.07491790978,-6.907054901123047,4936.701171875,-6.907054901123047,4936.701171875,-6.907054901123047,4936.701171875,-6.907054901123047,4936.701171875,-6.907054901123047,4936.701171875,-6.907054901123047,4936.701171875,-6.907054901123047,4936.701171875,disco
disco.00008.wav,0.45429056882858276,0.08680474013090134,0.19048811495304108,0.005628800019621849,2801.719944106093,308724.0134859118,2423.6424425279492,98312.63632248367,5445.952622059036,1173359.150754603,0.1643124669216705,0.0031361834217439413,2423.6424425279492,98312.63632248367,4.584434986114502,808.3528442382812,4.584434986114502,808.3528442382812,4.584434986114502,808.3528442382812,4.584434986114502,808.3528442382812,4.584434986114502,808.3528442382812,4.584434986114502,808.3528442382812,4.584434986114502,808.3528442382812,disco
disco.00015.wav,0.41476553678512573,0.07950318604707718,0.21586056053638458,0.002115506213158369,2362.4116318966007,691581.9743234018,2806.8455038185907,318452.9286109711,5439.756743039443,5152313.550998324,0.09022704889307812,0.0015579848774301814,2806.8455038185907,318452.9286109711,5.624152660369873,1387.937744140625,5.624152660369873,1387.937744140625,5.624152660369873,1387.937744140625,5.624152660369873,1387.937744140625,5.624152660369873,1387.937744140625,5.624152660369873,1387.937744140625,5.624152660369873,1387.937744140625,disco
disco.00033.wav,0.39188674092292786,0.08478446304798126,0.15692226588726044,0.001032790052704513,2450.056640885936,407962.922653092,2387.70491588244,175158.3409808866,5023.3482272331785,1802442.2221354966,0.1244871725154679,0.0016637932179985099,2387.70491588244,175158.3409808866,7.379539966583252,1262.83056640625,7.379539966583252,1262.83056640625,7.379539966583252,1262.83056640625,7.379539966583252,1262.83056640625,7.379539966583252,1262.83056640625,7.379539966583252,1262.83056640625,7.379539966583252,1262.83056640625,disco
disco.00039.wav,0.34106072783470154,0.0891241580247879,0.12429802119731903,0.001303917495533824,2328.0941748431023,337808.2625781846,2431.626228701913,256649.0919194351,4866.670443010441,1962752.667838686,0.10115843121616395,0.0007954500372116366,2431.626228701913,256649.0919194351,2.577944278717041,1998.7801513671875,2.577944278717041,1998.7801513671875,2.577944278717041,1998.7801513671875,2.577944278717041,1998.7801513671875,2.577944278717041,1998.7801513671875,2.577944278717041,1998.7801513671875,2.577944278717041,1998.7801513671875,disco
disco.00024.wav,0.3727375268936157,0.08102568984031677,0.14292743802070618,0.003958188463002443,2624.814629146055,342561.33155345364,2709.8971083894817,129902.02248592969,5605.777239522912,2108784.3336995537,0.12021650534126063,0.0015118620889880297,2709.8971083894817,129902.02248592969,-0.28933513164520264,1241.5189208984375,-0.28933513164520264,1241.5189208984375,-0.28933513164520264,1241.5189208984375,-0.28933513164520264,1241.5189208984375,-0.28933513164520264,1241.5189208984375,-0.28933513164520264,1241.5189208984375,-0.28933513164520264,1241.5189208984375,disco
disco.00040.wav,0.4208204448223114,0.08313146978616714,0.14512969553470612,0.005711922887712717,2606.2991274506444,408515.59324444225,2534.060693426273,126734.37758647033,5354.906263594838,1544690.1813658779,0.1264267026778809,0.0024273133905923215,2534.060693426273,126734.37758647033,3.9743194580078125,1394.5526123046875,3.9743194580078125,1394.5526123046875,3.9743194580078125,1394.5526123046875,3.9743194580078125,1394.5526123046875,3.9743194580078125,1394.5526123046875,3.9743194580078125,1394.5526123046875,3.9743194580078125,1394.5526123046875,disco
disco.00059.wav,0.4037923514842987,0.09071338176727295,0.11690514534711838,0.0028670462779700756,2280.0273192565046,582125.8008836926,2270.0535108917884,152238.82690045587,4829.1746913971865,2335557.280737384,0.11017558488012374,0.004756290610703382,2270.0535108917884,152238.82690045587,0.45080551505088806,2539.288818359375,0.45080551505088806,2539.288818359375,0.45080551505088806,2539.288818359375,0.45080551505088806,2539.288818359375,0.45080551505088806,2539.288818359375,0.45080551505088806,2539.288818359375,0.45080551505088806,2539.288818359375,disco
disco.00076.wav,0.3531820476055145,0.08728946000337601,0.1242188885807991,0.0026340933982282877,2251.7610160342974,227118.47530242905,2164.9531342533487,78965.63499508848,4557.353391005656,1111292.0504706486,0.12186072542053364,0.0016081443380483427,2164.9531342533487,78965.63499508848,-3.773592472076416,2282.667724609375,-3.773592472076416,2282.667724609375,-3.773592472076416,2282.667724609375,-3.773592472076416,2282.667724609375,-3.773592472076416,2282.667724609375,-3.773592472076416,2282.667724609375,-3.773592472076416,2282.667724609375,disco
disco.00071.wav,0.4355713129043579,0.08218449354171753,0.09810152649879456,0.001565265585668385,2809.0680167308506,358298.44578938186,2531.020800907524,51042.033556784896,6001.635119090777,723840.9504988897,0.155900310566512,0.004670947229073614,2531.020800907524,51042.033556784896,1.119320034980774,1957.4326171875,1.119320034980774,1957.4326171875,1.119320034980774,1957.4326171875,1.119320034980774,1957.4326171875,1.119320034980774,1957.4326171875,1.119320034980774,1957.4326171875,1.119320034980774,1957.4326171875,disco
disco.00098.wav,0.44101816415786743,0.08248897641897202,0.12263539433479309,0.0015603682259097695,2418.030526971729,353005.28754861024,2432.294029126342,82714.38796330887,5386.464979698376,1413592.381011232,0.11256940919856923,0.0026906185623706805,2432.294029126342,82714.38796330887,1.2225911617279053,2051.550537109375,1.2225911617279053,2051.550537109375,1.2225911617279053,2051.550537109375,1.2225911617279053,2051.550537109375,1.2225911617279053,2051.550537109375,1.2225911617279053,2051.550537109375,1.2225911617279053,2051.550537109375,disco
disco.00053.wav,0.46783411502838135,0.08059702813625336,0.17254400253295898,0.005329679232090712,3078.4715203424153,1230642.845970485,2709.9647708913444,148767.90522163766,6405.67828043431,1779055.8839519534,0.15421266253383603,0.009904541076811699,2709.9647708913444,148767.90522163766,5.936722755432129,2979.048583984375,5.936722755432129,2979.048583984375,5.936722755432129,2979.048583984375,5.936722755432129,2979.048583984375,5.936722755432129,2979.048583984375,5.936722755432129,2979.048583984375,5.936722755432129,2979.048583984375,disco
disco.00011.wav,0.3735347092151642,0.09235711395740509,0.1888410747051239,0.002068078378215432,3132.9752097469195,627657.474256593,3008.0152396758117,110496.18415019434,6864.145655089907,1442901.0430344078,0.1309711547757154,0.005435385677894827,3008.0152396758117,110496.18415019434,5.2687273025512695,712.1307983398438,5.2687273025512695,712.1307983398438,5.2687273025512695,712.1307983398438,5.2687273025512695,712.1307983398438,5.2687273025512695,712.1307983398438,5.2687273025512695,712.1307983398438,5.2687273025512695,712.1307983398438,disco
disco.00013.wav,0.42159122228622437,0.08195514231920242,0.17077067494392395,0.0023786197416484356,3391.3650850232443,591460.2560036335,3108.933195274144,87532.09127222265,7203.947261093387,1351700.885433905,0.1595289992991106,0.004842912194481354,3108.933195274144,87532.09127222265,6.051831245422363,783.1094970703125,6.051831245422363,783.1094970703125,6.051831245422363,783.1094970703125,6.051831245422363,783.1094970703125,6.051831245422363,783.1094970703125,6.051831245422363,783.1094970703125,6.051831245422363,783.1094970703125,disco
disco.00046.wav,0.37654733657836914,0.09344696998596191,0.11295762658119202,0.0030043013393878937,2259.6134225197134,278627.00736939994,2273.017281182031,137461.57246523566,4889.502632866879,1490232.5866223292,0.11419814626836813,0.002289071472681703,2273.017281182031,137461.57246523566,0.00178621057420969,2716.32666015625,0.00178621057420969,2716.32666015625,0.00178621057420969,2716.32666015625,0.00178621057420969,2716.32666015625,0.00178621057420969,2716.32666015625,0.00178621057420969,2716.32666015625,0.00178621057420969,2716.32666015625,disco
disco.00080.wav,0.38872718811035156,0.09195974469184875,0.059196580201387405,0.0010411888360977173,2144.4212945283607,563309.7302607008,2414.5894493235623,104180.3807460848,4958.257334414879,2363006.7423298024,0.08474190956109823,0.0024308778164379473,2414.5894493235623,104180.3807460848,-6.180452823638916,5151.12109375,-6.180452823638916,5151.12109375,-6.180452823638916,5151.12109375,-6.180452823638916,5151.12109375,-6.180452823638916,5151.12109375,-6.180452823638916,5151.12109375,-6.180452823638916,5151.12109375,disco
